Format Version,1.23,Take Name,calib_desktop_015,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-07-28 08.04.57.780 PM,Capture Start Frame,201284,Total Frames in Take,37,Total Exported Frames,37,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,"Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker4","Kinect_cam2:Marker4","Kinect_cam2:Marker4","Kinect_cam2:Marker4",Kinect_cam2:Marker1,Kinect_cam2:Marker1,Kinect_cam2:Marker1,Kinect_cam2:Marker2,Kinect_cam2:Marker2,Kinect_cam2:Marker2,Kinect_cam2:Marker3,Kinect_cam2:Marker3,Kinect_cam2:Marker3,Kinect_cam2:Marker4,Kinect_cam2:Marker4,Kinect_cam2:Marker4,Unlabeled 1075,Unlabeled 1075,Unlabeled 1075,Unlabeled 1076,Unlabeled 1076,Unlabeled 1076
,ID,"68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","CD310","CD310","CD310","CD5B0","CD5B0","CD5B0","CCCF0","CCCF0","CCCF0","CD5F0","CD5F0","CD5F0","CD360","CD360","CD360","CD490","CD490","CD490"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.004145,0.953702,-0.159655,-0.254846,-0.117000,0.348345,-0.402932,0.000412,-0.126003,0.325636,-0.376772,0.950124,-0.154067,0.374449,-0.422597,0.923521,-0.079545,0.319492,-0.368278,0.909094,-0.108274,0.373900,-0.443888,0.913278,-0.125992,0.325830,-0.376727,-0.153850,0.374243,-0.422660,-0.079708,0.319575,-0.368592,-0.108339,0.373829,-0.443554,,,,,,
1,0.008333,0.004131,0.953678,-0.159712,-0.254901,-0.117005,0.348337,-0.402934,0.000412,-0.126005,0.325631,-0.376770,0.950251,-0.154076,0.374438,-0.422596,0.923490,-0.079546,0.319490,-0.368281,0.909721,-0.108285,0.373888,-0.443893,0.913361,-0.125993,0.325825,-0.376727,-0.153858,0.374232,-0.422659,-0.079708,0.319573,-0.368592,-0.108352,0.373817,-0.443560,,,,,,
2,0.016667,0.004099,0.953680,-0.159703,-0.254896,-0.117014,0.348332,-0.402934,0.000410,-0.126012,0.325624,-0.376771,0.950251,-0.154085,0.374431,-0.422596,0.923490,-0.079552,0.319486,-0.368282,0.909721,-0.108295,0.373884,-0.443893,0.913361,-0.125997,0.325816,-0.376729,-0.153870,0.374228,-0.422661,-0.079714,0.319567,-0.368592,-0.108363,0.373813,-0.443560,,,,,,
3,0.025000,0.003970,0.953889,-0.159323,-0.254356,-0.116980,0.348348,-0.402912,0.000420,-0.126002,0.325616,-0.376778,0.945579,-0.154036,0.374456,-0.422592,0.929827,-0.079550,0.319481,-0.368243,0.900186,-0.108222,0.373938,-0.443839,0.905485,-0.125996,0.325828,-0.376728,-0.153863,0.374244,-0.422655,-0.079712,0.319574,-0.368596,-0.108240,0.373844,-0.443473,0.019568,0.005633,-0.192742,-0.115364,0.284570,-0.367155
4,0.033333,0.003931,0.953921,-0.159208,-0.254307,-0.116969,0.348357,-0.402905,0.000426,-0.125993,0.325618,-0.376777,0.945579,-0.154024,0.374469,-0.422582,0.929827,-0.079542,0.319483,-0.368240,0.900186,-0.108208,0.373957,-0.443825,0.905485,-0.125991,0.325833,-0.376729,-0.153846,0.374253,-0.422642,-0.079704,0.319579,-0.368596,-0.108226,0.373862,-0.443456,,,,,,
5,0.041667,0.005180,0.953458,-0.160317,-0.255323,-0.116958,0.348307,-0.402954,0.000394,-0.125984,0.325663,-0.376745,0.957939,-0.153992,0.374441,-0.422641,0.937768,-0.079530,0.319452,-0.368273,0.904080,-0.108215,0.373769,-0.443964,0.919914,-0.125986,0.325830,-0.376728,-0.153833,0.374249,-0.422641,-0.079699,0.319577,-0.368594,-0.108203,0.373669,-0.443660,0.019559,0.005629,-0.192746,,,
