,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,Kinect_cam2,"Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker1","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker2","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker3","Kinect_cam2:Marker4","Kinect_cam2:Marker4","Kinect_cam2:Marker4","Kinect_cam2:Marker4",Kinect_cam2:Marker1,Kinect_cam2:Marker1,Kinect_cam2:Marker1,Kinect_cam2:Marker2,Kinect_cam2:Marker2,Kinect_cam2:Marker2,Kinect_cam2:Marker3,Kinect_cam2:Marker3,Kinect_cam2:Marker3,Kinect_cam2:Marker4,Kinect_cam2:Marker4,Kinect_cam2:Marker4,Unlabeled 1106,Unlabeled 1106,Unlabeled 1106,Unlabeled 1107,Unlabeled 1107,Unlabeled 1107
,ID,"68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","68E166FF62AD11F0114B3180B4AC8DBF","DDDA0","DDDA0","DDDA0","DDB00","DDB00","DDB00","DDDF0","DDDF0","DDDF0","DDB10","DDB10","DDB10","DE160","DE160","DE160","DE3A0","DE3A0","DE3A0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
6,0.050000,0.070406,-0.425973,0.175445,0.884765,-0.551958,0.294065,0.264511,0.000180,-0.523191,0.274639,0.273243,0.984931,-0.569121,0.324266,0.299659,0.978881,-0.519785,0.262011,0.227448,0.960358,-0.595563,0.315435,0.257547,0.947139,-0.523191,0.274654,0.273184,-0.569196,0.324260,0.299620,-0.519907,0.262077,0.227524,-0.595366,0.315361,0.257568,-0.615579,0.245220,0.436739,,,
7,0.058333,0.070403,-0.425959,0.175459,0.884769,-0.551959,0.294069,0.264510,0.000179,-0.523192,0.274644,0.273242,0.984999,-0.569122,0.324270,0.299658,0.978785,-0.519786,0.262014,0.227447,0.960547,-0.595564,0.315437,0.257546,0.947382,-0.523191,0.274659,0.273184,-0.569197,0.324263,0.299619,-0.519908,0.262080,0.227523,-0.595368,0.315365,0.257568,-0.616143,0.245612,0.436689,-0.623035,0.254075,0.313776
8,0.066667,0.070528,-0.425978,0.175243,0.884793,-0.551971,0.294059,0.264486,0.000209,-0.523209,0.274622,0.273208,0.984999,-0.569124,0.324251,0.299647,0.978785,-0.519810,0.262011,0.227407,0.960547,-0.595571,0.315443,0.257533,0.947382,-0.523241,0.274631,0.273088,-0.569198,0.324259,0.299617,-0.519909,0.262079,0.227523,-0.595365,0.315359,0.257567,-0.615587,0.245217,0.436736,,,
9,0.075000,0.070424,-0.426385,0.174965,0.884660,-0.551925,0.294055,0.264486,0.000244,-0.523181,0.274599,0.273228,0.968964,-0.569088,0.324249,0.299640,0.979770,-0.519751,0.261995,0.227428,0.958311,-0.595506,0.315466,0.257503,0.943746,-0.523198,0.274630,0.273137,-0.569199,0.324256,0.299614,-0.519911,0.262072,0.227523,-0.595219,0.315352,0.257525,-0.615590,0.245207,0.436729,,,
10,0.083333,0.070444,-0.425986,0.175344,0.884776,-0.551962,0.294050,0.264495,0.000194,-0.523198,0.274619,0.273224,0.978469,-0.569120,0.324249,0.299649,0.977334,-0.519794,0.261997,0.227427,0.958625,-0.595563,0.315428,0.257535,0.946910,-0.523196,0.274624,0.273138,-0.569203,0.324249,0.299612,-0.519911,0.262064,0.227523,-0.595365,0.315356,0.257562,-0.615591,0.245206,0.436728,-0.622416,0.253359,0.313287
11,0.091667,0.070452,-0.425966,0.175374,0.884779,-0.551962,0.294054,0.264491,0.000195,-0.523196,0.274625,0.273219,0.978621,-0.569120,0.324252,0.299644,0.977582,-0.519793,0.262002,0.227422,0.958690,-0.595565,0.315429,0.257532,0.946606,-0.523196,0.274628,0.273133,-0.569202,0.324255,0.299608,-0.519910,0.262071,0.227517,-0.595366,0.315355,0.257558,-0.615581,0.245218,0.436730,-0.621966,0.254671,0.314064
12,0.100000,0.070417,-0.426388,0.174975,0.884657,-0.551921,0.294060,0.264478,0.000242,-0.523177,0.274605,0.273221,0.978621,-0.569085,0.324255,0.299631,0.977582,-0.519746,0.262000,0.227421,0.958690,-0.595502,0.315470,0.257494,0.946606,-0.523190,0.274634,0.273131,-0.569196,0.324262,0.299607,-0.519907,0.262077,0.227515,-0.595217,0.315357,0.257514,-0.616134,0.245609,0.436687,-0.620247,0.258640,0.314805
13,0.108333,0.070465,-0.426039,0.175271,0.884763,-0.551972,0.294063,0.264487,0.000198,-0.523211,0.274627,0.273216,0.976178,-0.569129,0.324259,0.299642,0.971581,-0.519804,0.262010,0.227417,0.949649,-0.595570,0.315446,0.257526,0.923129,-0.523241,0.274642,0.273117,-0.569200,0.324261,0.299609,-0.519908,0.262076,0.227518,-0.595366,0.315363,0.257556,-0.615579,0.245217,0.436739,,,
14,0.116667,0.070394,-0.425995,0.175421,0.884760,-0.551962,0.294059,0.264501,0.000183,-0.523197,0.274632,0.273234,0.984168,-0.569125,0.324261,0.299649,0.978288,-0.519789,0.262004,0.227439,0.960035,-0.595566,0.315431,0.257536,0.947182,-0.523196,0.274645,0.273173,-0.569202,0.324254,0.299609,-0.519911,0.262070,0.227519,-0.595369,0.315359,0.257558,-0.615603,0.245217,0.436727,,,
15,0.125000,0.070377,-0.426411,0.175052,0.884634,-0.551921,0.294057,0.264496,0.000233,-0.523176,0.274606,0.273243,0.980253,-0.569092,0.324255,0.299644,0.972285,-0.519741,0.261996,0.227445,0.950132,-0.595505,0.315462,0.257505,0.922683,-0.523190,0.274647,0.273177,-0.569198,0.324251,0.299613,-0.519908,0.262071,0.227524,-0.595217,0.315349,0.257524,-0.615584,0.245205,0.436727,-0.622401,0.253353,0.313284
16,0.133333,0.070382,-0.426404,0.175043,0.884639,-0.551918,0.294063,0.264502,0.000230,-0.523173,0.274612,0.273248,0.980253,-0.569088,0.324261,0.299650,0.972285,-0.519738,0.262002,0.227450,0.950132,-0.595501,0.315469,0.257512,0.922683,-0.523187,0.274653,0.273186,-0.569193,0.324258,0.299621,-0.519907,0.262078,0.227526,-0.595214,0.315355,0.257528,-0.615581,0.245211,0.436733,-0.621777,0.252509,0.312818
17,0.141667,0.070452,-0.425952,0.175370,0.884786,-0.551954,0.294064,0.264503,0.000194,-0.523188,0.274634,0.273230,0.978784,-0.569111,0.324262,0.299657,0.978038,-0.519787,0.262012,0.227433,0.958543,-0.595557,0.315439,0.257545,0.947141,-0.523188,0.274639,0.273145,-0.569191,0.324262,0.299621,-0.519904,0.262080,0.227529,-0.595361,0.315365,0.257571,-0.615584,0.245229,0.436739,,,
18,0.150000,0.070450,-0.425954,0.175367,0.884786,-0.551957,0.294062,0.264501,0.000193,-0.523192,0.274632,0.273228,0.978690,-0.569114,0.324260,0.299655,0.978175,-0.519790,0.262010,0.227431,0.958661,-0.595560,0.315437,0.257543,0.946977,-0.523192,0.274635,0.273143,-0.569194,0.324263,0.299620,-0.519907,0.262078,0.227526,-0.595363,0.315363,0.257568,-0.616139,0.245612,0.436689,-0.621905,0.254033,0.313638
19,0.158333,0.070394,-0.425974,0.175453,0.884764,-0.551960,0.294065,0.264509,0.000182,-0.523193,0.274639,0.273242,0.978690,-0.569124,0.324267,0.299656,0.978175,-0.519786,0.262010,0.227447,0.958661,-0.595565,0.315434,0.257544,0.946977,-0.523192,0.274651,0.273185,-0.569199,0.324262,0.299616,-0.519910,0.262078,0.227523,-0.595366,0.315360,0.257565,-0.616146,0.245607,0.436685,,,
20,0.166667,0.070483,-0.426028,0.175263,0.884768,-0.551974,0.294061,0.264492,0.000195,-0.523213,0.274625,0.273220,0.985479,-0.569131,0.324256,0.299649,0.978494,-0.519808,0.262010,0.227421,0.959891,-0.595573,0.315445,0.257533,0.946720,-0.523245,0.274642,0.273123,-0.569200,0.324257,0.299617,-0.519911,0.262075,0.227520,-0.595370,0.315362,0.257562,-0.615596,0.245218,0.436732,-0.619956,0.258107,0.314599
21,0.175000,0.070463,-0.426024,0.175272,0.884770,-0.551975,0.294062,0.264491,0.000198,-0.523214,0.274627,0.273219,0.974364,-0.569132,0.324259,0.299647,0.980100,-0.519809,0.262010,0.227421,0.960563,-0.595574,0.315446,0.257531,0.943989,-0.523245,0.274641,0.273123,-0.569203,0.324261,0.299612,-0.519912,0.262076,0.227520,-0.595368,0.315362,0.257563,-0.615577,0.245213,0.436740,,,
22,0.183333,0.070378,-0.425964,0.175456,0.884769,-0.551958,0.294068,0.264508,0.000182,-0.523191,0.274643,0.273241,0.984646,-0.569121,0.324272,0.299654,0.978487,-0.519785,0.262012,0.227446,0.960186,-0.595563,0.315438,0.257543,0.946839,-0.523190,0.274657,0.273181,-0.569197,0.324266,0.299615,-0.519908,0.262078,0.227524,-0.595364,0.315364,0.257564,-0.616130,0.245604,0.436695,,,
23,0.191667,0.070352,-0.426384,0.175063,0.884647,-0.551918,0.294069,0.264499,0.000230,-0.523172,0.274618,0.273246,0.984646,-0.569087,0.324269,0.299646,0.978487,-0.519739,0.262005,0.227449,0.960186,-0.595501,0.315473,0.257509,0.946839,-0.523186,0.274659,0.273183,-0.569193,0.324267,0.299616,-0.519906,0.262080,0.227524,-0.595215,0.315360,0.257527,-0.615583,0.245233,0.436740,,,
24,0.200000,0.070519,-0.425995,0.175205,0.884793,-0.551970,0.294056,0.264483,0.000210,-0.523209,0.274616,0.273206,0.980767,-0.569121,0.324248,0.299645,0.972337,-0.519810,0.262006,0.227405,0.950616,-0.595568,0.315443,0.257530,0.922797,-0.523243,0.274624,0.273084,-0.569196,0.324258,0.299616,-0.519907,0.262073,0.227521,-0.595361,0.315359,0.257565,-0.615586,0.245222,0.436733,-0.621030,0.257646,0.314286
25,0.208333,0.070395,-0.425985,0.175420,0.884765,-0.551958,0.294057,0.264505,0.000182,-0.523192,0.274629,0.273238,0.984888,-0.569120,0.324259,0.299653,0.978073,-0.519785,0.262001,0.227443,0.959901,-0.595561,0.315429,0.257540,0.946859,-0.523190,0.274643,0.273179,-0.569197,0.324251,0.299612,-0.519909,0.262068,0.227520,-0.595363,0.315356,0.257563,-0.615582,0.245211,0.436731,-0.622715,0.253776,0.313519
26,0.216667,0.070396,-0.425996,0.175429,0.884758,-0.551958,0.294057,0.264501,0.000183,-0.523192,0.274630,0.273235,0.984467,-0.569121,0.324259,0.299649,0.977962,-0.519784,0.262002,0.227440,0.959926,-0.595561,0.315429,0.257535,0.946580,-0.523191,0.274645,0.273174,-0.569199,0.324251,0.299607,-0.519907,0.262068,0.227518,-0.595362,0.315356,0.257559,-0.615579,0.245211,0.436729,,,
27,0.225000,0.070400,-0.425967,0.175454,0.884767,-0.551960,0.294064,0.264503,0.000182,-0.523193,0.274639,0.273235,0.984467,-0.569123,0.324266,0.299651,0.977962,-0.519787,0.262010,0.227440,0.959926,-0.595565,0.315434,0.257539,0.946580,-0.523191,0.274652,0.273178,-0.569200,0.324260,0.299610,-0.519911,0.262077,0.227516,-0.595366,0.315360,0.257561,-0.616139,0.245606,0.436683,,,
