Format Version,1.23,Take Name,calib_007,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-07-09 11.46.31.528 PM,Capture Start Frame,277440,Total Frames in Take,47,Total Exported Frames,47,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,"Kinect_cam:Marker1","Kinect_cam:Marker1","Kinect_cam:Marker1","Kinect_cam:Marker1","Kinect_cam:Marker2","Kinect_cam:Marker2","Kinect_cam:Marker2","Kinect_cam:Marker2","Kinect_cam:Marker3","Kinect_cam:Marker3","Kinect_cam:Marker3","Kinect_cam:Marker3","Kinect_cam:Marker4","Kinect_cam:Marker4","Kinect_cam:Marker4","Kinect_cam:Marker4",Kinect_cam:Marker1,Kinect_cam:Marker1,Kinect_cam:Marker1,Kinect_cam:Marker2,Kinect_cam:Marker2,Kinect_cam:Marker2,Kinect_cam:Marker3,Kinect_cam:Marker3,Kinect_cam:Marker3,Kinect_cam:Marker4,Kinect_cam:Marker4,Kinect_cam:Marker4
,ID,"4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","DF0A0","DF0A0","DF0A0","DF130","DF130","DF130","DF070","DF070","DF070","DF0D0","DF0D0","DF0D0"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.161423,0.126661,0.977877,0.040706,-0.272240,0.498887,0.459140,0.000299,-0.259742,0.454619,0.422879,0.956507,-0.271618,0.538139,0.489231,0.906504,-0.244848,0.476416,0.462569,0.919171,-0.312858,0.526450,0.462169,0.908573,-0.259785,0.454490,0.422771,-0.271934,0.538017,0.489072,-0.244541,0.476357,0.462650,-0.312807,0.526761,0.462354
1,0.008333,0.160620,0.127289,0.977892,0.041555,-0.272258,0.498928,0.459266,0.000283,-0.259752,0.454589,0.423096,0.956507,-0.271639,0.538227,0.489297,0.906504,-0.244900,0.476429,0.462777,0.919171,-0.312846,0.526547,0.462181,0.908573,-0.259733,0.454631,0.423210,-0.271930,0.538021,0.489063,-0.244719,0.476317,0.462704,-0.312756,0.526822,0.462374
2,0.016667,0.160707,0.127356,0.977877,0.041357,-0.272266,0.498908,0.459251,0.000288,-0.259752,0.454571,0.423080,0.962172,-0.271656,0.538209,0.489279,0.903081,-0.244899,0.476419,0.462757,0.940208,-0.312864,0.526510,0.462173,0.920394,-0.259725,0.454635,0.423214,-0.271920,0.538026,0.489062,-0.244728,0.476279,0.462664,-0.312797,0.526767,0.462349
3,0.025000,0.161741,0.126744,0.977825,0.040420,-0.272305,0.498839,0.459162,0.000257,-0.259811,0.454575,0.422894,0.960808,-0.271681,0.538093,0.489251,0.923608,-0.244900,0.476382,0.462573,0.944242,-0.312934,0.526381,0.462219,0.916504,-0.259770,0.454487,0.422772,-0.271913,0.538032,0.489062,-0.244727,0.476277,0.462668,-0.312916,0.526635,0.462435
4,0.033333,0.161732,0.126697,0.977831,0.040451,-0.272308,0.498825,0.459159,0.000253,-0.259816,0.454564,0.422888,0.960808,-0.271683,0.538077,0.489251,0.923608,-0.244904,0.476366,0.462568,0.944242,-0.312936,0.526370,0.462216,0.916504,-0.259775,0.454476,0.422769,-0.271911,0.538010,0.489062,-0.244731,0.476264,0.462661,-0.312922,0.526626,0.462430
5,0.041667,0.161615,0.127873,0.977715,0.040019,-0.272312,0.498836,0.459248,0.000261,-0.259766,0.454511,0.423074,0.961658,-0.271735,0.538155,0.489254,0.924000,-0.244881,0.476419,0.462706,0.944643,-0.312974,0.526337,0.462246,0.916514,-0.259730,0.454618,0.423201,-0.271916,0.537999,0.489043,-0.244739,0.476256,0.462643,-0.312971,0.526549,0.462392
