Format Version,1.23,Take Name,calib_008,Take Notes,,Capture Frame Rate,120.000000,Export Frame Rate,120.000000,Capture Start Time,2025-07-09 11.47.41.584 PM,Capture Start Frame,285846,Total Frames in Take,35,Total Exported Frames,35,Rotation Type,Quaternion,Length Units,Meters,Coordinate Space,Global

,Type,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Rigid Body Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker,Marker
,Name,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,Kinect_cam,"Kinect_cam:Marker1","Kinect_cam:Marker1","Kinect_cam:Marker1","Kinect_cam:Marker1","Kinect_cam:Marker2","Kinect_cam:Marker2","Kinect_cam:Marker2","Kinect_cam:Marker2","Kinect_cam:Marker3","Kinect_cam:Marker3","Kinect_cam:Marker3","Kinect_cam:Marker3","Kinect_cam:Marker4","Kinect_cam:Marker4","Kinect_cam:Marker4","Kinect_cam:Marker4",Kinect_cam:Marker1,Kinect_cam:Marker1,Kinect_cam:Marker1,Kinect_cam:Marker2,Kinect_cam:Marker2,Kinect_cam:Marker2,Kinect_cam:Marker3,Kinect_cam:Marker3,Kinect_cam:Marker3,Kinect_cam:Marker4,Kinect_cam:Marker4,Kinect_cam:Marker4
,ID,"4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","4E30494859EA11F0D40A5771EB50C192","DF6D0","DF6D0","DF6D0","DFA20","DFA20","DFA20","DFA00","DFA00","DFA00","DFA10","DFA10","DFA10"
,,Rotation,Rotation,Rotation,Rotation,Position,Position,Position,Mean Marker Error,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Marker Quality,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position,Position
Frame,Time (Seconds),X,Y,Z,W,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,,X,Y,Z,X,Y,Z,X,Y,Z,X,Y,Z
0,0.000000,0.036035,0.050431,0.996459,0.056821,-0.362778,0.493493,0.382722,0.000165,-0.341474,0.454006,0.345070,0.955011,-0.369830,0.528306,0.417145,0.926803,-0.337323,0.469669,0.389899,0.929518,-0.402660,0.522032,0.379033,0.947878,-0.341634,0.453970,0.344997,-0.370096,0.528255,0.417033,-0.337059,0.469658,0.389997,-0.402499,0.522130,0.379121
1,0.008333,0.035300,0.051193,0.996455,0.056668,-0.362709,0.493428,0.382747,0.000209,-0.341338,0.453891,0.345187,0.955011,-0.369824,0.528293,0.417105,0.926803,-0.337254,0.469627,0.389997,0.929518,-0.402599,0.521944,0.378958,0.947878,-0.341362,0.453719,0.345119,-0.370093,0.528251,0.417024,-0.337063,0.469655,0.389989,-0.402498,0.522130,0.379115
2,0.016667,0.036209,0.051870,0.996463,0.055309,-0.362747,0.493379,0.382756,0.000199,-0.341346,0.453856,0.345198,0.957899,-0.369885,0.528264,0.417088,0.943791,-0.337214,0.469654,0.389981,0.960725,-0.402720,0.521784,0.379015,0.945138,-0.341347,0.453707,0.345119,-0.370100,0.528250,0.417023,-0.337057,0.469656,0.389989,-0.402662,0.521946,0.379151
3,0.025000,0.035276,0.051182,0.996456,0.056666,-0.362711,0.493426,0.382748,0.000211,-0.341337,0.453889,0.345189,0.953327,-0.369828,0.528289,0.417107,0.928512,-0.337256,0.469625,0.389999,0.950707,-0.402601,0.521941,0.378958,0.933944,-0.341363,0.453718,0.345120,-0.370099,0.528248,0.417026,-0.337061,0.469651,0.389992,-0.402499,0.522128,0.379114
4,0.033333,0.035257,0.051241,0.996456,0.056635,-0.362705,0.493427,0.382751,0.000217,-0.341328,0.453888,0.345196,0.953327,-0.369826,0.528295,0.417105,0.928512,-0.337249,0.469629,0.390004,0.950707,-0.402597,0.521939,0.378955,0.933944,-0.341346,0.453708,0.345124,-0.370097,0.528256,0.417025,-0.337058,0.469656,0.389995,-0.402499,0.522131,0.379116
5,0.041667,0.036053,0.050461,0.996455,0.056838,-0.362783,0.493492,0.382715,0.000165,-0.341482,0.454002,0.345064,0.951415,-0.369833,0.528307,0.417136,0.928700,-0.337329,0.469668,0.389892,0.951764,-0.402664,0.522032,0.379025,0.932890,-0.341643,0.453963,0.344989,-0.370101,0.528254,0.417023,-0.337063,0.469660,0.389990,-0.402502,0.522133,0.379114
6,0.050000,0.035217,0.051184,0.996459,0.056647,-0.362710,0.493420,0.382748,0.000213,-0.341330,0.453885,0.345191,0.951859,-0.369832,0.528284,0.417105,0.929558,-0.337255,0.469621,0.390001,0.952034,-0.402600,0.521934,0.378952,0.933544,-0.341348,0.453706,0.345122,-0.370100,0.528243,0.417027,-0.337065,0.469650,0.389989,-0.402504,0.522125,0.379110
7,0.058333,0.035244,0.051134,0.996459,0.056674,-0.362718,0.493413,0.382745,0.000209,-0.341342,0.453880,0.345183,0.953198,-0.369837,0.528274,0.417106,0.928550,-0.337264,0.469611,0.389995,0.950240,-0.402607,0.521930,0.378954,0.933858,-0.341370,0.453708,0.345115,-0.370106,0.528227,0.417023,-0.337067,0.469641,0.389990,-0.402507,0.522119,0.379109
